node_id,node_type,name,canonical_name,properties_json,source,confidence,updated_at
concept:智能体能力,concept,智能体能力,智能体能力,"{""description"": ""智能体能力指GLM-5模型所具备的自主规划、决策和执行任务的功能特性。"", ""source_id"": ""doc-93950896a6b0ceeaf6354962d9632b74-chunk-000"", ""file_path"": ""evidence:02513:4a23a57f0cd55f15.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
organization:Hugging Face,organization,Hugging Face,Hugging Face,"{""description"": ""Hugging Face是托管并分发GLM-5模型的开源机器学习平台。"", ""source_id"": ""doc-93950896a6b0ceeaf6354962d9632b74-chunk-000"", ""file_path"": ""evidence:02513:4a23a57f0cd55f15.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
concept:大模型,concept,大模型,大模型,"{""description"": ""大模型是人工智能领域的大型语言模型或多模态模型，与智谱的业务相关。"", ""source_id"": ""doc-1e6e26cb9f67d6b1abacdcbf1a3612ef-chunk-000"", ""file_path"": ""evidence:02513:79fc2bd415a0b425.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
concept:Vibe Coding,concept,Vibe Coding,Vibe Coding,"{""description"": ""Vibe Coding是一种编码范式，GLM-5旨在从该范式过渡到agentic engineering。"", ""source_id"": ""doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:企业级解决方案,method,企业级解决方案,企业级解决方案,"{""description"": ""企业级解决方案是智谱大模型开放平台致力于构建的企业级解决方案。"", ""source_id"": ""doc-676b8171863c25e934e20e27b2e393f0-chunk-000"", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
other:千行百业应用,other,千行百业应用,千行百业应用,"{""description"": ""千行百业应用是智谱公司致力于将AI技术与各行业应用相结合的目标领域。"", ""source_id"": ""doc-676b8171863c25e934e20e27b2e393f0-chunk-000"", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:CogVLM,method,CogVLM,CogVLM,"{""description"": ""CogVLM是智谱AI的多模态理解模型，属于AIGC模型产品矩阵。"", ""source_id"": ""doc-0326400fcdf73fe5cdbd8616c1a23e13-chunk-000"", ""file_path"": ""evidence:02513:d9f141da7ec3f385.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
organization:中国大模型行业,organization,中国大模型行业,中国大模型行业,"{""description"": ""中国的大模型技术产业，智谱是其典型企业之一，整个行业面临技术飞速发展与商业化落地曲折并存的局面。"", ""source_id"": ""doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000"", ""file_path"": ""evidence:02513:70badf3159f93488.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
content:Glm技术复盘：21篇论文深度解读智谱模型家族,content,Glm技术复盘：21篇论文深度解读智谱模型家族,Glm技术复盘：21篇论文深度解读智谱模型家族,"{""description"": ""这是一篇技术博客文章，按时间倒序详尽解析了智谱AI自2022年至2026年发布的关键论文和模型架构演进。"", ""source_id"": ""doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000"", ""file_path"": ""evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:轻交付、标准化合作模式,method,轻交付、标准化合作模式,轻交付、标准化合作模式,"{""description"": ""AI 2.0时代倡导的商业合作模式，智谱正努力跑通以实现规模化。"", ""source_id"": ""doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000"", ""file_path"": ""evidence:02513:70badf3159f93488.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
data:02513.HK,data,02513.HK,02513.HK,"{""description"": ""带有市场后缀的完整股票代码，标识在香港上市的02513股票。<SEP>02513.HK是智谱公司在香港交易所的股票代码。"", ""source_id"": ""doc-06c43f61bb1289107460546360de1b17-chunk-000<SEP>doc-0fb260a7589d7c16c051233370004b49-chunk-000"", ""file_path"": ""evidence:02513:201b1a4e5b38aee0.txt<SEP>evidence:02513:ed017f7b8f3c38b0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
content:生成式人工智能服务管理暂行办法,content,生成式人工智能服务管理暂行办法,生成式人工智能服务管理暂行办法,"{""description"": ""《生成式人工智能服务管理暂行办法》是中国针对生成式人工智能服务的管理法规，智谱清言据此完成备案。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:GLM模型,method,GLM模型,GLM模型,"{""description"": ""GLM模型是智谱开发的AI模型，被多家头部互联网公司深度调用。"", ""source_id"": ""doc-159c33f0d797fd0894851a411359df00-chunk-000"", ""file_path"": ""evidence:02513:9bd8dcc71aea1308.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
evidence_chunk:c3f824cdcc05,evidence_chunk,evidence:02513:a2199ad093dcd419.txt,evidence:02513:a2199ad093dcd419.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 论文 arxiv GitHub HuggingFace benchmark; rank=4; title=[2602.15763] GLM-5: from Vibe Coding to Agentic Engineering - arXiv.org\nURL: https://arxiv.org/abs/2602.15763\nFETCHED_AT: 2026-06-06T08:59:14.898568\n\nSUMMARY:\nrank=4; engine=duckduckgo; score=0.25; url=https://arxiv.org/abs/2602.15763; hash=5e182b504574ecec; snippet=We present GLM-5, a next-generation foundation model designed to transition the paradigm of vibe coding to agentic engineering. Building upon the agentic, reasoning, and coding (ARC) capabilities of its predecessor, GLM-5 adopts DSA to significantly reduce training and inference costs while maintaining long-context fidelity. To advance model alignment and au\n\nRAW_TEXT:\nWe present GLM-5, a next-generation foundation model designed to transition the paradigm of vibe coding to agentic engineering. Building upon the agentic, reasoning, and coding (ARC) capabilities of its predecesso"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:3a6ffb44fc87,evidence_chunk,evidence:02513:1fee14579342d00b.txt,evidence:02513:1fee14579342d00b.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 官方 产品 技术 业务; rank=3; title=智谱 - 维基百科，自由的百科全书\nURL: https://zh.wikipedia.org/wiki/%E6%99%BA%E8%B0%B1\nFETCHED_AT: 2026-06-06T08:59:13.764733\n\nSUMMARY:\nrank=3; engine=duckduckgo; score=0.3333333333333333; url=https://zh.wikipedia.org/wiki/%E6%99%BA%E8%B0%B1; hash=8e12b56dfa7a134e; snippet=2023年8月31日，智谱推出的 人工智能 大语言模型 \"" 智谱清言 （ChatGLM）\""通过了 中华人民共和国 《生成式人工智能 服务管理暂行办法》备案，备案号为\""Beijing-ChatGLM-20230821\"" [7][8]，同日，智谱清言正式上线，其具备通过对话实现智能服务的功能 [9]。 2024年，智谱发布 GLM-4 和 GLM-4-Plus 等大模型 [6]。\n\nRAW_TEXT:\n2023年8月31日，智谱推出的 人工智能 大语言模型 \"" 智谱清言 （ChatGLM）\""通过了 中华人民共和国 《生成式人工智能 服务管理暂行办法》备案，备案号为\""Beijing-ChatGLM-20230821\"" [7][8]，同日，智谱清言正式上线，其具备通过对话实现智能服务的功能 [9]。 2024年，智谱发布 GLM-4 和 GLM-4-Plus 等大模型 [6]。"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:d0fdd4488eef,evidence_chunk,evidence:02513:4a23a57f0cd55f15.txt,evidence:02513:4a23a57f0cd55f15.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 论文 arxiv GitHub HuggingFace benchmark; rank=5; title=Glm 5：智谱ai 745b大模型 | 200k上下文、Api接入与使用指南\nURL: https://glm-5.org/zh/\nFETCHED_AT: 2026-06-06T08:59:14.898584\n\nSUMMARY:\nrank=5; engine=duckduckgo; score=0.2; url=https://glm-5.org/zh/; hash=13affcfdcb58cbe6; snippet=GLM-5 是智谱AI第五代大模型：7450亿参数、440亿激活MoE、200K上下文、智能体能力。 创意写作、编程、推理、开源。 通过 Z.ai、WaveSpeed API、Hugging Face 获取。\n\nRAW_TEXT:\nGLM-5 是智谱AI第五代大模型：7450亿参数、440亿激活MoE、200K上下文、智能体能力。 创意写作、编程、推理、开源。 通过 Z.ai、WaveSpeed API、Hugging Face 获取。"", ""file_path"": ""evidence:02513:4a23a57f0cd55f15.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:5a485883a185,evidence_chunk,evidence:02513:80a6e2b94201e945.txt,evidence:02513:80a6e2b94201e945.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 论文 arxiv GitHub HuggingFace benchmark; rank=1; title=Glm技术复盘：21篇论文深度解读智谱模型家族 - 知乎\nURL: https://zhuanlan.zhihu.com/p/2017879689117594918\nFETCHED_AT: 2026-06-06T08:59:14.898456\n\nSUMMARY:\nrank=1; engine=duckduckgo; score=1.0; url=https://zhuanlan.zhihu.com/p/2017879689117594918; hash=c710229fb05ab780; snippet=在人工智能从通用语言建模向端到端智能体转型的历史进程中， 智谱AI （Zhipu AI，于2026年上市后更名为Z.ai）凭借其深厚的学术积淀与工程落地能力，构建了以GLM（General Language Model）架构为核心的庞大技术体系 。 从2022年双语稠密模型GLM-130B的破局，到2026年以智能体工程为导向的GLM-5家族，智谱AI不仅见证了中国大模型产业从追赶到并跑的转变，更在MoE架构优化、推理思维对齐、长时程智能体协作等前沿领域贡献了诸多标志性成果。 本文将按照发布时间倒序，详尽解析自2026年3月至2022年期间智谱AI发布的关键论文、模型及其背后的架构演进规律。\n\nRAW_TEXT:\n在人工智能从通用语言建模向端到端智能体转型的历史进程中， 智谱AI （Zhipu AI，于2026年上市后更名为Z.ai）凭借其深厚的学术积淀与工程落地能力，构建了以GLM（General Language Model）架构为核心的庞大技术体系 。 从2022年双语稠密模型GLM-130B的破局，到2026年以智能体工程为导向的GLM-5家族，智谱AI不仅见证了中国大模型产业从追赶到并跑的转变，更在MoE架构优化、推理思维对齐、长时程智能体协作等前沿领域贡献了诸多标志性成果。 本文将按照发布时间倒序，详尽解析自2026年3月至2022年期间智谱AI发布的关键论文、模"", ""file_path"": ""evidence:02513:80a6e2b94201e945.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:49a09bcc203f,evidence_chunk,evidence:02513:edc4e3bef28dd82e.txt,evidence:02513:edc4e3bef28dd82e.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 论文 arxiv GitHub HuggingFace benchmark; rank=3; title=Glm技术复盘：21篇论文深度解读智谱模型家族 - Ai ...\nURL: https://www.cnblogs.com/aifrontiers/p/19736953\nFETCHED_AT: 2026-06-06T08:59:14.898534\n\nSUMMARY:\nrank=3; engine=duckduckgo; score=0.3333333333333333; url=https://www.cnblogs.com/aifrontiers/p/19736953; hash=6eba3d1231ab1249; snippet=在人工智能从通用语言建模向端到端智能体转型的历史进程中，智谱AI（Zhipu AI，于2026年上市后更名为Z.ai）凭借其深厚的学术积淀与工程落地能力，构建了以GLM（General Language Model）架构为核心的庞大技术体系 。 从2022年双语稠密模型GLM-130B的破局，到2026年以智能体工程为导向的GLM-5家族，智谱AI不仅见证了中国大模型产业从追赶到并跑的转变，更在MoE架构优化、推理思维对齐、长时程智能体协作等前沿领域贡献了诸多标志性成果。 本文将按照发布时间倒序，详尽解析自2026年3月至2022年期间智谱AI发布的关键论文、模型及其背后的架构演进规律。\n\nRAW_TEXT:\n在人工智能从通用语言建模向端到端智能体转型的历史进程中，智谱AI（Zhipu AI，于2026年上市后更名为Z.ai）凭借其深厚的学术积淀与工程落地能力，构建了以GLM（General Language Model）架构为核心的庞大技术体系 。 从2022年双语稠密模型GLM-130B的破局，到2026年以智能体工程为导向的GLM-5家族，智谱AI不仅见证了中国大模型产业从追赶到并跑的转变，更在MoE架构优化、推理思维对齐、长时程智能体协作等前沿领域贡献了诸多标志性成果。 本文将按照发布时间倒序，详尽解析自2026年3月至2022年期间智谱"", ""file_path"": ""evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:5b332c4f0e2a,evidence_chunk,evidence:02513:d9f141da7ec3f385.txt,evidence:02513:d9f141da7ec3f385.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 官方 产品 技术 业务; rank=5; title=北京智谱华章科技有限公司 _ 百科\nURL: https://baike.sogou.com/m/fullLemma\nFETCHED_AT: 2026-06-06T08:59:13.764800\n\nSUMMARY:\nrank=5; engine=duckduckgo; score=0.2; url=https://baike.sogou.com/m/fullLemma hash=839ec493713d8393; snippet=智谱AI基于全自研基座大模型的强大能力，构建了极具竞争力的AIGC模型产品矩阵，包括AI提效助手智谱清言、高效率代码模型CodeGeeX、多模态理解模型CogVLM和文生图模型CogView等 8。\n\nRAW_TEXT:\n智谱AI基于全自研基座大模型的强大能力，构建了极具竞争力的AIGC模型产品矩阵，包括AI提效助手智谱清言、高效率代码模型CodeGeeX、多模态理解模型CogVLM和文生图模型CogView等 8。"", ""file_path"": ""evidence:02513:d9f141da7ec3f385.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:7bcd58c558ac,evidence_chunk,evidence:02513:9bd8dcc71aea1308.txt,evidence:02513:9bd8dcc71aea1308.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 新闻 合作 客户 收入; rank=4; title=智谱首份财报出炉：双面叙事下， Ai 商业化的真实坐标\nURL: https://www.toutiao.com/article/7623969752083546650/\nFETCHED_AT: 2026-06-06T08:59:17.057753\n\nSUMMARY:\nrank=4; engine=duckduckgo; score=0.25; url=https://www.toutiao.com/article/7623969752083546650/; hash=c3007b531657ab00; snippet=财报披露，中国前十大互联网公司中有9家深度调用GLM模型。 这些头部客户同时拥有自研模型的能力。 智谱CEO张鹏在媒体沟通会上回应称，\""大厂一定会自研，但不一定在所有场景中都能做到有足够的竞争力\""。 但这一判断的前提是智谱保持足够的技术 ...\n\nRAW_TEXT:\n财报披露，中国前十大互联网公司中有9家深度调用GLM模型。 这些头部客户同时拥有自研模型的能力。 智谱CEO张鹏在媒体沟通会上回应称，\""大厂一定会自研，但不一定在所有场景中都能做到有足够的竞争力\""。 但这一判断的前提是智谱保持足够的技术 ..."", ""file_path"": ""evidence:02513:9bd8dcc71aea1308.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:151b438e5d14,evidence_chunk,evidence:02513:2315e55978c3764d.txt,evidence:02513:2315e55978c3764d.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 官方 产品 技术 业务; rank=1; title=Zhipu Ai Open Platform\nURL: https://open.bigmodel.cn/\nFETCHED_AT: 2026-06-06T08:59:13.764654\n\nSUMMARY:\nrank=1; engine=duckduckgo; score=1.0; url=https://open.bigmodel.cn/; hash=4fd8bce000351d71; snippet=智谱大模型开放平台-新一代国产自主通用AI大模型开放平台，是国内大模型排名前列的大模型网站，研发了多款LLM模型，多模态视觉模型产品，致力于将AI产品技术与行业场景双轮驱动的中国先进的认知智能技术和千行百业应用相结合，构建更高精度、高效率、通用化的AI开发新模式和企业级解决 ...\n\nRAW_TEXT:\n智谱大模型开放平台-新一代国产自主通用AI大模型开放平台，是国内大模型排名前列的大模型网站，研发了多款LLM模型，多模态视觉模型产品，致力于将AI产品技术与行业场景双轮驱动的中国先进的认知智能技术和千行百业应用相结合，构建更高精度、高效率、通用化的AI开发新模式和企业级解决 ..."", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:f0304ffe90ad,evidence_chunk,evidence:02513:434e5b846052be06.txt,evidence:02513:434e5b846052be06.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 官方 产品 技术 业务; rank=2; title=Z.ai - Inspiring AGI to Benefit Humanity\nURL: https://www.zhipuai.cn/\nFETCHED_AT: 2026-06-06T08:59:13.764695\n\nSUMMARY:\nrank=2; engine=duckduckgo; score=0.5; url=https://www.zhipuai.cn/; hash=ea92af238e9bcd8a; snippet=智谱与英特尔深化智能生态合作，落地端侧智谱清言和CodeGeeX智能编程助手\n\nRAW_TEXT:\n智谱与英特尔深化智能生态合作，落地端侧智谱清言和CodeGeeX智能编程助手"", ""file_path"": ""evidence:02513:434e5b846052be06.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
evidence_chunk:3cf426727f22,evidence_chunk,evidence:02513:89cf45718fedf981.txt,evidence:02513:89cf45718fedf981.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=site:hkexnews.hk 02513 智谱 年报 招股书 主营业务; rank=1; title=股份代號：2513 獨家保薦人、保薦人兼整體協調人、整體協調人、聯席全球協調人、聯席賬簿管理人及聯席牽頭經辦人\nURL: https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1230/2025123000018_c.pdf\nFETCHED_AT: 2026-06-06T08:59:09.853959\n\nSUMMARY:\nrank=1; engine=brave; score=1.0; url=https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1230/2025123000018_c.pdf; hash=652f33e1ee48f49e; snippet=智能體模型及代碼模型，以及用於模型微調、部署及智能體開發的集成工具。我們MaaS平\n\nRAW_TEXT:\n智能體模型及代碼模型，以及用於模型微調、部署及智能體開發的集成工具。我們MaaS平"", ""file_path"": ""evidence:02513:89cf45718fedf981.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.787179
product:AIGC模型产品矩阵,product,AIGC模型产品矩阵,AIGC模型产品矩阵,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,entity,智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:分析文章,entity,分析文章,分析文章,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:香港市场,entity,香港市场,香港市场,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:推理思维对齐,entity,推理思维对齐,推理思维对齐,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:MoE架构优化,entity,MoE架构优化,MoE架构优化,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
product:基座大模型,product,基座大模型,基座大模型,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:2025年总收入7.24亿元,entity,2025年总收入7.24亿元,2025年总收入7.24亿元,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:同比增长131.9%,entity,同比增长131.9%,同比增长131.9%,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
technology:AI技术商业化加速趋势,technology,AI技术商业化加速趋势,AI技术商业化加速趋势,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:MoE架构,entity,MoE架构,MoE架构,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:WaveSpeed API,entity,WaveSpeed API,WaveSpeed API,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:北京智譜華章科技股份有限公司,entity,北京智譜華章科技股份有限公司,北京智譜華章科技股份有限公司,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:香港,entity,香港,香港,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:HK,entity,HK,HK,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
https://stock.qianzhan.com/report/fullcompare/02513.HK,entity,//stock.qianzhan.com/report/fullcompare/02513.HK,//stock.qianzhan.com/report/fullcompare/02513.HK,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,entity,智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:新浪财经,entity,新浪财经,新浪财经,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:KNOWLEDGE ATLAS,entity,KNOWLEDGE ATLAS,KNOWLEDGE ATLAS,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:人工智能,entity,人工智能,人工智能,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
product:大语言模型,product,大语言模型,大语言模型,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
entity:arXiv,entity,arXiv,arXiv,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.789181
